state,declarationDate,fyDeclared,declarationType,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,disasterLength
CO,2004-07-03 00:00:00+00:00,2004,FM,Fire,CO-MCGRUDER FIRE-07/03/2004,0,0,1,0,2004-07-03 00:00:00+00:00,2004-07-11 00:00:00+00:00,2009-02-05 00:00:00+00:00,8 days
AK,2004-07-01 00:00:00+00:00,2004,FM,Fire,BOUNDARY FIRE,0,0,1,0,2004-06-26 00:00:00+00:00,2004-08-01 00:00:00+00:00,2008-01-08 00:00:00+00:00,36 days
NV,2004-06-30 00:00:00+00:00,2004,FM,Fire,VERDI FIRE COMPLEX,0,0,1,0,2004-06-30 00:00:00+00:00,2004-07-05 00:00:00+00:00,2006-01-06 00:00:00+00:00,5 days
AZ,2004-06-28 00:00:00+00:00,2004,FM,Fire,WILLOW FIRE,0,0,1,0,2004-06-24 00:00:00+00:00,2004-07-13 00:00:00+00:00,2007-02-22 00:00:00+00:00,19 days
NM,2004-06-18 00:00:00+00:00,2004,FM,Fire,NM-BERNARDO FIRE-6-18-2004,0,0,1,0,2004-06-18 00:00:00+00:00,2004-06-24 00:00:00+00:00,2005-11-29 00:00:00+00:00,6 days
UT,2004-06-16 00:00:00+00:00,2004,FM,Fire,BROOKSIDE FIRE,0,0,1,0,2004-06-16 00:00:00+00:00,2004-06-16 00:00:00+00:00,2005-05-17 00:00:00+00:00,0 days
AZ,2004-06-09 00:00:00+00:00,2004,FM,Fire,THREE FORKS FIRE,0,0,1,0,2004-06-08 00:00:00+00:00,2004-06-17 00:00:00+00:00,2007-02-22 00:00:00+00:00,9 days
CA,2004-06-05 00:00:00+00:00,2004,FM,Fire,CA-GAVIOTA FIRE-06-05-2004,0,0,1,0,2004-06-05 00:00:00+00:00,2004-06-16 00:00:00+00:00,2010-07-28 00:00:00+00:00,11 days
NM,2004-05-25 00:00:00+00:00,2004,FM,Fire,PEPPIN FIRE,0,0,1,0,2004-05-15 00:00:00+00:00,2004-05-15 00:00:00+00:00,2007-06-26 00:00:00+00:00,0 days
CA,2004-05-04 00:00:00+00:00,2004,FM,Fire,CA-CERRITOS FIRE-5-04-2004,0,0,1,0,2004-05-03 00:00:00+00:00,2004-05-10 00:00:00+00:00,2009-08-27 00:00:00+00:00,7 days
CA,2004-05-04 00:00:00+00:00,2004,FM,Fire,CA-EAGLE FIRE-05-04-2004,0,0,1,0,2004-05-02 00:00:00+00:00,2004-05-08 00:00:00+00:00,2009-08-27 00:00:00+00:00,6 days
CA,2004-04-26 00:00:00+00:00,2004,FM,Fire,CA - PLEASURE FIRE - 04-25-2004,0,0,1,0,2004-04-25 00:00:00+00:00,2004-04-28 00:00:00+00:00,2005-11-09 00:00:00+00:00,3 days
CO,2004-04-01 00:00:00+00:00,2004,FM,Fire,CO - PICNIC ROCK FIRE - 03/30/2004,0,0,1,0,2004-04-01 00:00:00+00:00,2004-04-07 00:00:00+00:00,2010-07-07 00:00:00+00:00,6 days
SD,2003-11-20 00:00:00+00:00,2004,FM,Fire,SD - MILL ROAD WILDFIRE - 11/19/2003,0,0,1,0,2003-11-20 00:00:00+00:00,2003-11-21 00:00:00+00:00,2005-12-21 00:00:00+00:00,1 days
WY,2003-11-20 00:00:00+00:00,2004,FM,Fire,WY - TONGUE RIVER WILDFIRE - 11/19/2003,0,0,1,0,2003-11-19 00:00:00+00:00,2003-11-20 00:00:00+00:00,2004-07-30 00:00:00+00:00,1 days
CO,2003-11-12 00:00:00+00:00,2004,FM,Fire,CO - BUCKHORN CREEK FIRE - 11/11/2003,0,0,1,0,2003-11-11 00:00:00+00:00,2003-11-14 00:00:00+00:00,2010-10-06 00:00:00+00:00,3 days
CO,2003-10-29 00:00:00+00:00,2004,FM,Fire,CO - CHEROKEE RANCH WILDFIRE - 10/29/2003,0,0,1,0,2003-10-29 00:00:00+00:00,2003-10-31 00:00:00+00:00,2010-10-06 00:00:00+00:00,2 days
CO,2003-10-29 00:00:00+00:00,2004,FM,Fire,CO - OVERLAND WILDFIRE - 10/29/2003,0,0,1,0,2003-10-29 00:00:00+00:00,2003-10-31 00:00:00+00:00,2009-09-30 00:00:00+00:00,2 days
CA,2003-10-28 00:00:00+00:00,2004,FM,Fire,CA-WHITMORE FIRE-10-28-2003,0,0,1,0,2003-10-28 00:00:00+00:00,2003-11-04 00:00:00+00:00,2009-08-12 00:00:00+00:00,7 days
CA,2003-10-26 00:00:00+00:00,2004,FM,Fire,CA-MOUNTAIN FIRE-10-26-2003,0,0,1,0,2003-10-26 00:00:00+00:00,2003-11-02 00:00:00+00:00,2004-01-21 00:00:00+00:00,7 days
CA,2003-10-26 00:00:00+00:00,2004,FM,Fire,PARADISE FIRE,0,0,1,0,2003-10-26 00:00:00+00:00,2003-10-26 00:00:00+00:00,2004-01-21 00:00:00+00:00,0 days
CA,2003-10-26 00:00:00+00:00,2004,FM,Fire,CA-CEDAR FIRE-10-26-2003,0,0,1,0,2003-10-25 00:00:00+00:00,2003-12-05 00:00:00+00:00,2004-01-21 00:00:00+00:00,41 days
CA,2003-10-26 00:00:00+00:00,2004,FM,Fire,SIMI FIRE ,0,0,1,0,2003-10-24 00:00:00+00:00,2003-11-11 00:00:00+00:00,2004-01-21 00:00:00+00:00,18 days
CA,2003-10-25 00:00:00+00:00,2004,FM,Fire,OLD FIRE ,0,0,1,0,2003-10-25 00:00:00+00:00,2003-11-14 00:00:00+00:00,2004-01-21 00:00:00+00:00,20 days
CA,2003-10-25 00:00:00+00:00,2004,FM,Fire,CA-VERDALE FIRE 10-25-2003,0,0,1,0,2003-10-24 00:00:00+00:00,2003-10-29 00:00:00+00:00,2004-01-21 00:00:00+00:00,5 days
CA,2003-10-23 00:00:00+00:00,2004,FM,Fire,CA-GRAND PRIX FIRE-10-23-2003,0,0,1,0,2003-10-21 00:00:00+00:00,2003-11-12 00:00:00+00:00,2004-01-21 00:00:00+00:00,22 days
CA,2003-10-21 00:00:00+00:00,2004,FM,Fire,PASS FIRE,0,0,1,0,2003-10-21 00:00:00+00:00,2003-10-24 00:00:00+00:00,2004-01-21 00:00:00+00:00,3 days
NV,2003-09-29 00:00:00+00:00,2003,FM,Fire,NV - VOLTAIRE-2 FIRE - 09-29-2003,0,0,1,0,2003-09-29 00:00:00+00:00,2003-09-30 00:00:00+00:00,2005-08-24 00:00:00+00:00,1 days
WA,2003-09-06 00:00:00+00:00,2003,FM,Fire,WA-NEEDLE FIRE-09-06-2003,0,0,1,0,2003-09-05 00:00:00+00:00,2003-09-17 00:00:00+00:00,2005-03-03 00:00:00+00:00,12 days
CA,2003-09-06 00:00:00+00:00,2003,FM,Fire,CA-BRIDGE FIRE-09-05-2003,0,0,1,0,2003-09-05 00:00:00+00:00,2003-09-10 00:00:00+00:00,2009-08-26 00:00:00+00:00,5 days
OR,2003-09-06 00:00:00+00:00,2003,FM,Fire,OR-COVE ROAD FIRE-09-05-2003,0,0,1,0,2003-09-05 00:00:00+00:00,2003-09-08 00:00:00+00:00,2005-01-19 00:00:00+00:00,3 days
OR,2003-09-02 00:00:00+00:00,2003,FM,Fire,OR-WYETH/HERMAN CREEK FIRE 09-02-2003,0,0,1,0,2003-09-02 00:00:00+00:00,2003-09-08 00:00:00+00:00,2005-01-19 00:00:00+00:00,6 days
MT,2003-08-21 00:00:00+00:00,2003,FM,Fire,MT-FLATHEAD FIRE ZONE-8/20/03,0,0,1,0,2003-08-21 00:00:00+00:00,2003-09-10 00:00:00+00:00,2006-12-08 00:00:00+00:00,20 days
OR,2003-08-20 00:00:00+00:00,2003,FM,Fire,OR-BOOTH FIRE-8-19-2003,0,0,1,0,2003-08-20 00:00:00+00:00,2003-10-22 00:00:00+00:00,2005-03-02 00:00:00+00:00,63 days
MT,2003-08-20 00:00:00+00:00,2003,FM,Fire,MT-LINCOLN FIRE COMPLEX - 08/14/2003,0,0,1,0,2003-08-14 00:00:00+00:00,2003-09-12 00:00:00+00:00,2006-09-26 00:00:00+00:00,29 days
CA,2003-08-19 00:00:00+00:00,2003,FM,Fire,CA-LOCUST  WILDFIRE-08-19-2003,0,0,1,0,2003-08-18 00:00:00+00:00,2003-08-21 00:00:00+00:00,2009-08-26 00:00:00+00:00,3 days
MT,2003-08-12 00:00:00+00:00,2003,FM,Fire,MT-MISSOULA/MINERAL FIRE ZONE-08/08/03,0,0,1,0,2003-08-12 00:00:00+00:00,2003-09-17 00:00:00+00:00,2006-09-26 00:00:00+00:00,36 days
MT,2003-08-12 00:00:00+00:00,2003,FM,Fire,MT-CHERRY CREEK FIRE -08/06/03,0,0,1,0,2003-08-10 00:00:00+00:00,2003-08-24 00:00:00+00:00,2006-06-27 00:00:00+00:00,14 days
MT,2003-08-11 00:00:00+00:00,2003,FM,Fire,MT-HOBBLE FIRE-08/07/2003,0,0,1,0,2003-08-10 00:00:00+00:00,2003-09-09 00:00:00+00:00,2006-07-24 00:00:00+00:00,30 days
CA,2003-07-25 00:00:00+00:00,2003,FM,Fire,CANYON FIRE,0,0,1,0,2003-07-25 00:00:00+00:00,2003-08-01 00:00:00+00:00,2008-09-15 00:00:00+00:00,7 days
CO,2003-07-25 00:00:00+00:00,2003,FM,Fire,CO-CLOUDY PASS FIRE-07/25/2003,0,0,1,0,2003-07-25 00:00:00+00:00,2003-07-27 00:00:00+00:00,2009-02-05 00:00:00+00:00,2 days
MT,2003-07-25 00:00:00+00:00,2003,FM,Fire,MT-WEDGE CANYON FIRE-07/18/2003,0,0,1,0,2003-07-21 00:00:00+00:00,2003-08-21 00:00:00+00:00,2006-09-26 00:00:00+00:00,31 days
MT,2003-07-25 00:00:00+00:00,2003,FM,Fire,MT-ROBERT FIRE-07-23-03,0,0,1,0,2003-07-23 00:00:00+00:00,2003-08-21 00:00:00+00:00,2006-12-08 00:00:00+00:00,29 days
MT,2003-07-23 00:00:00+00:00,2003,FM,Fire,MT - MISSOURI BREAKS COMPLEX FIRE 07/16/03,0,0,1,0,2003-07-17 00:00:00+00:00,2003-07-25 00:00:00+00:00,2006-07-24 00:00:00+00:00,8 days
OK,2003-07-22 00:00:00+00:00,2003,FM,Fire,OK - BIG ROCK FIRE - 07/18/03,0,0,1,0,2003-07-18 00:00:00+00:00,2003-07-22 00:00:00+00:00,2004-06-23 00:00:00+00:00,4 days
WA,2003-07-16 00:00:00+00:00,2003,FM,Fire,WA-OKANOGAN CITY FIRE-07-16-2003,0,0,1,0,2003-07-15 00:00:00+00:00,2003-07-18 00:00:00+00:00,2005-03-03 00:00:00+00:00,3 days
UT,2003-07-15 00:00:00+00:00,2003,FM,Fire,UT-CAUSEY FIRE 07/14/2003,0,0,1,0,2003-07-14 00:00:00+00:00,2003-07-28 00:00:00+00:00,2010-10-06 00:00:00+00:00,14 days
NV,2003-07-15 00:00:00+00:00,2003,FM,Fire,NV-ROBB WILDFIRE-7-14-2003,0,0,1,0,2003-07-14 00:00:00+00:00,2003-07-17 00:00:00+00:00,2005-09-11 00:00:00+00:00,3 days
AZ,2003-07-14 00:00:00+00:00,2003,FM,Fire,KINISHBA FIRE,0,0,1,0,2003-07-13 00:00:00+00:00,2003-07-22 00:00:00+00:00,2005-11-09 00:00:00+00:00,9 days
WA,2003-07-12 00:00:00+00:00,2003,FM,Fire,WA-MIDDLE FORK FIRE-07-12-2003,0,0,1,0,2003-07-11 00:00:00+00:00,2003-07-19 00:00:00+00:00,2005-03-03 00:00:00+00:00,8 days
NV,2003-07-11 00:00:00+00:00,2003,FM,Fire,NV-RED ROCK FIRE 7-11-03,0,0,1,0,2003-07-10 00:00:00+00:00,2003-07-11 00:00:00+00:00,2005-09-11 00:00:00+00:00,1 days
CA,2003-07-03 00:00:00+00:00,2003,FM,Fire,CA-RAILROAD FIRE-07-03-2003,0,0,1,0,2003-07-03 00:00:00+00:00,2003-07-04 00:00:00+00:00,2009-08-26 00:00:00+00:00,1 days
CA,2003-06-29 00:00:00+00:00,2003,FM,Fire,CA - TEJON FIRE - 06-30-2003,0,0,1,0,2003-06-29 00:00:00+00:00,2003-07-02 00:00:00+00:00,2009-07-07 00:00:00+00:00,3 days
CA,2003-06-28 00:00:00+00:00,2003,FM,Fire,CA - SAWMILL FIRE - 06-27-2003,0,0,1,0,2003-06-26 00:00:00+00:00,2003-06-30 00:00:00+00:00,2009-07-07 00:00:00+00:00,4 days
NM,2003-06-25 00:00:00+00:00,2003,FM,Fire,NM-BOSQUE FIRE-06-25-2003,0,0,1,0,2003-06-25 00:00:00+00:00,2003-06-25 00:00:00+00:00,2005-11-29 00:00:00+00:00,0 days
AZ,2003-06-21 00:00:00+00:00,2003,FM,Fire,ASH FIRE,0,0,1,0,2003-06-21 00:00:00+00:00,2003-06-26 00:00:00+00:00,2007-02-22 00:00:00+00:00,5 days
AZ,2003-06-18 00:00:00+00:00,2003,FM,Fire,ASPEN FIRE,0,0,1,0,2003-06-17 00:00:00+00:00,2003-07-15 00:00:00+00:00,2007-02-22 00:00:00+00:00,28 days
NV,2003-06-17 00:00:00+00:00,2003,FM,Fire,NV - HIGHWAY-50 FIRE - 06/17/2003,0,0,1,0,2003-06-17 00:00:00+00:00,2003-06-19 00:00:00+00:00,2004-08-20 00:00:00+00:00,2 days
HI,2003-05-18 00:00:00+00:00,2003,FM,Fire,HI - WAIKOLOA VILLAGE FIRE - 05/18/2003,0,0,1,0,2003-05-18 00:00:00+00:00,2003-05-21 00:00:00+00:00,2004-01-22 00:00:00+00:00,3 days
NM,2003-05-10 00:00:00+00:00,2003,FM,Fire,NM-WALKER FIRE-05-09-03,0,0,1,0,2003-05-09 00:00:00+00:00,2003-05-10 00:00:00+00:00,2005-08-24 00:00:00+00:00,1 days
CA,2003-01-07 00:00:00+00:00,2003,FM,Fire,CA - WILDFIRE (PACIFIC FIRE) - 01-06-2003,0,0,1,0,2003-01-06 00:00:00+00:00,2003-01-10 00:00:00+00:00,2010-07-28 00:00:00+00:00,4 days
CA,2002-09-25 00:00:00+00:00,2002,FM,Fire,CROY FIRE,0,0,1,0,2002-09-23 00:00:00+00:00,2002-10-05 00:00:00+00:00,2007-04-03 00:00:00+00:00,12 days
CA,2002-09-24 00:00:00+00:00,2002,FM,Fire,WILLIAMS FIRE,0,0,1,0,2002-09-22 00:00:00+00:00,2002-09-29 00:00:00+00:00,2007-04-03 00:00:00+00:00,7 days
CA,2002-09-19 00:00:00+00:00,2002,FM,Fire,SIERRA FIRE,0,0,1,0,2002-09-18 00:00:00+00:00,2002-09-22 00:00:00+00:00,2007-04-03 00:00:00+00:00,4 days
CA,2002-09-04 00:00:00+00:00,2002,FM,Fire,LEONA FIRE,0,0,1,0,2002-09-03 00:00:00+00:00,2002-09-12 00:00:00+00:00,2007-04-03 00:00:00+00:00,9 days
CA,2002-09-04 00:00:00+00:00,2002,FM,Fire,SQUIRREL FIRE,0,0,1,0,2002-09-03 00:00:00+00:00,2002-09-10 00:00:00+00:00,2007-04-03 00:00:00+00:00,7 days
WY,2002-08-31 00:00:00+00:00,2002,FM,Fire,WY - COMMISSARY RIDGE FIRE - 08/31/02,0,0,1,0,2002-08-29 00:00:00+00:00,2002-09-15 00:00:00+00:00,2005-09-30 00:00:00+00:00,17 days
NM,2002-08-26 00:00:00+00:00,2002,FM,Fire,NM - LAKES FIRE COMPLEX - 08/26/02,0,0,1,0,2002-08-26 00:00:00+00:00,2002-09-11 00:00:00+00:00,2005-01-11 00:00:00+00:00,16 days
SD,2002-08-18 00:00:00+00:00,2002,FM,Fire,SD - BATTLE CREEK FIRE - 08/18/02,0,0,1,0,2002-08-16 00:00:00+00:00,2002-08-29 00:00:00+00:00,2005-12-21 00:00:00+00:00,13 days
CO,2002-07-31 00:00:00+00:00,2002,FM,Fire,CO - PANORAMA FIRE - 07/31/02,0,0,1,0,2002-07-31 00:00:00+00:00,2002-08-04 00:00:00+00:00,2010-07-07 00:00:00+00:00,4 days
CA,2002-07-30 00:00:00+00:00,2002,FM,Fire,CA - PINES FIRE - 07/30/02,0,0,1,0,2002-07-29 00:00:00+00:00,2002-08-22 00:00:00+00:00,2010-07-28 00:00:00+00:00,24 days
OR,2002-07-29 00:00:00+00:00,2002,FM,Fire,OR - CACHE MOUNTAIN FIRE - 07/28/02,0,0,1,0,2002-07-28 00:00:00+00:00,2002-08-01 00:00:00+00:00,2004-06-17 00:00:00+00:00,4 days
OR,2002-07-28 00:00:00+00:00,2002,FM,Fire,TIMBERED ROCK FIRE,0,0,1,0,2002-07-27 00:00:00+00:00,2002-08-05 00:00:00+00:00,2004-06-17 00:00:00+00:00,9 days
OR,2002-07-28 00:00:00+00:00,2002,FM,Fire,OR - BISCUIT FIRE - 07/28/02,0,0,1,0,2002-07-27 00:00:00+00:00,2002-07-27 00:00:00+00:00,2005-01-21 00:00:00+00:00,0 days
OR,2002-07-26 00:00:00+00:00,2002,FM,Fire,OR - SHELDON RIDGE FIRE - 07/25/02,0,0,1,0,2002-07-25 00:00:00+00:00,2002-08-01 00:00:00+00:00,2004-08-03 00:00:00+00:00,7 days
WA,2002-07-25 00:00:00+00:00,2002,FM,Fire,WA - PICKENS FIRE - 07/24/02,0,0,1,0,2002-07-24 00:00:00+00:00,2002-07-26 00:00:00+00:00,2005-01-21 00:00:00+00:00,2 days
CA,2002-07-22 00:00:00+00:00,2002,FM,Fire,DEER FIRE,0,0,1,0,2002-07-21 00:00:00+00:00,2002-07-27 00:00:00+00:00,2007-04-05 00:00:00+00:00,6 days
WA,2002-07-20 00:00:00+00:00,2002,FM,Fire,WA - DEER POINT FIRE - 07/20/02,0,0,1,0,2002-07-20 00:00:00+00:00,2002-07-27 00:00:00+00:00,2005-01-21 00:00:00+00:00,7 days
OR,2002-07-19 00:00:00+00:00,2002,FM,Fire,OR - FLAGTAIL FIRE - 07/19/02,0,0,1,0,2002-07-18 00:00:00+00:00,2002-07-21 00:00:00+00:00,2004-01-22 00:00:00+00:00,3 days
CO,2002-07-18 00:00:00+00:00,2002,FM,Fire,BIG ELK FIRE,0,0,1,0,2002-07-17 00:00:00+00:00,2002-08-05 00:00:00+00:00,2008-09-05 00:00:00+00:00,19 days
NV,2002-07-17 00:00:00+00:00,2002,FM,Fire,NV - LOST CABIN FIRE - 07/17/02,0,0,1,0,2002-07-14 00:00:00+00:00,2002-07-27 00:00:00+00:00,2004-08-20 00:00:00+00:00,13 days
OR,2002-07-17 00:00:00+00:00,2002,FM,Fire,OR - SQUIRE PEAK/WALL CREEK FIRE - 07/17/02,0,0,1,0,2002-07-16 00:00:00+00:00,2002-07-21 00:00:00+00:00,2004-08-03 00:00:00+00:00,5 days
OR,2002-07-16 00:00:00+00:00,2002,FM,Fire,OR - WINTER FIRE - 07/15/2002,0,0,1,0,2002-07-15 00:00:00+00:00,2002-07-25 00:00:00+00:00,2004-05-06 00:00:00+00:00,10 days
OR,2002-07-16 00:00:00+00:00,2002,FM,Fire,OR - EYERLY FIRE - 07/13/2002,0,0,1,0,2002-07-13 00:00:00+00:00,2002-07-18 00:00:00+00:00,2004-05-06 00:00:00+00:00,5 days
CO,2002-07-15 00:00:00+00:00,2002,FM,Fire,CO - BURN CANYON FIRE - 07/15/02,0,0,1,0,2002-07-14 00:00:00+00:00,2002-08-02 00:00:00+00:00,2006-09-28 00:00:00+00:00,19 days
NV,2002-07-15 00:00:00+00:00,2002,FM,Fire,NV - GATE FIRE COMPLEX - 07/15/02,0,0,1,0,2002-07-14 00:00:00+00:00,2002-07-26 00:00:00+00:00,2004-08-20 00:00:00+00:00,12 days
AZ,2002-07-14 00:00:00+00:00,2002,FM,Fire,AZ - ORACLE HILLS FIRE - 07/14/2002,0,0,1,0,2002-07-12 00:00:00+00:00,2002-07-17 00:00:00+00:00,2004-08-24 00:00:00+00:00,5 days
NV,2002-07-03 00:00:00+00:00,2002,FM,Fire,NV - GONDOLA FIRE - 07/03/2002,0,0,1,0,2002-07-03 00:00:00+00:00,2002-07-09 00:00:00+00:00,2005-04-01 00:00:00+00:00,6 days
UT,2002-07-01 00:00:00+00:00,2002,FM,Fire,UT - MUSTANG FIRE - 07/01/2002,0,0,1,0,2002-06-30 00:00:00+00:00,2002-07-05 00:00:00+00:00,2005-08-22 00:00:00+00:00,5 days
WY,2002-07-01 00:00:00+00:00,2002,FM,Fire,WY - REESE MOUNTAIN FIRE - 07/01/02,0,0,1,0,2002-06-29 00:00:00+00:00,2002-07-12 00:00:00+00:00,2005-09-30 00:00:00+00:00,13 days
ND,2002-06-29 00:00:00+00:00,2002,FM,Fire,ND - AGAIN FIRE - 06/29/2002,0,0,1,0,2002-06-29 00:00:00+00:00,2002-07-03 00:00:00+00:00,2003-06-18 00:00:00+00:00,4 days
SD,2002-06-29 00:00:00+00:00,2002,FM,Fire,GRIZZLY GULCH FIRE,0,0,1,0,2002-06-29 00:00:00+00:00,2002-07-17 00:00:00+00:00,2007-06-11 00:00:00+00:00,18 days
CA,2002-06-27 00:00:00+00:00,2002,FM,Fire,LOUISIANA FIRE,0,0,1,0,2002-06-26 00:00:00+00:00,2002-06-30 00:00:00+00:00,2007-04-05 00:00:00+00:00,4 days
CO,2002-06-25 00:00:00+00:00,2002,FM,Fire,VALLEY FIRE,0,0,1,0,2002-06-25 00:00:00+00:00,2002-08-09 00:00:00+00:00,2008-04-30 00:00:00+00:00,45 days
CO,2002-06-23 00:00:00+00:00,2002,FM,Fire,CO-WILEY RIDGE FIRE-06/23/02,0,0,1,0,2002-06-23 00:00:00+00:00,2002-06-28 00:00:00+00:00,2006-09-28 00:00:00+00:00,5 days
AZ,2002-06-21 00:00:00+00:00,2002,FM,Fire,AZ - CHEDISKI FARMS FIRE - 06/21/2002,0,0,1,0,2002-06-20 00:00:00+00:00,2002-07-07 00:00:00+00:00,2002-12-16 00:00:00+00:00,17 days
AZ,2002-06-19 00:00:00+00:00,2002,FM,Fire,RODEO FIRE,0,0,1,0,2002-06-18 00:00:00+00:00,2002-07-07 00:00:00+00:00,2005-09-20 00:00:00+00:00,19 days
CO,2002-06-19 00:00:00+00:00,2002,FM,Fire,MILLION FIRE,0,0,1,0,2002-06-19 00:00:00+00:00,2002-08-03 00:00:00+00:00,2008-04-30 00:00:00+00:00,45 days
WY,2002-06-18 00:00:00+00:00,2002,FM,Fire,WY-HENSEL FIRE-06/07/02 ,0,0,1,0,2002-06-18 00:00:00+00:00,2002-07-07 00:00:00+00:00,2005-09-30 00:00:00+00:00,19 days
SC,2002-06-18 00:00:00+00:00,2002,FM,Fire,SC-LEGENDS FIRE,0,0,1,0,2002-06-17 00:00:00+00:00,2002-06-24 00:00:00+00:00,2003-10-01 00:00:00+00:00,7 days
CA,2002-06-17 00:00:00+00:00,2002,FM,Fire,BLUECUT FIRE,0,0,1,0,2002-06-16 00:00:00+00:00,2002-06-22 00:00:00+00:00,2007-04-04 00:00:00+00:00,6 days
NM,2002-06-13 00:00:00+00:00,2002,FM,Fire,NM - ROYBAL FIRE - 06/13/02,0,0,1,0,2002-06-13 00:00:00+00:00,2002-07-12 00:00:00+00:00,2005-01-05 00:00:00+00:00,29 days
CO,2002-06-11 00:00:00+00:00,2002,FM,Fire,MISSIONARY RIDGE FIRE,0,0,1,0,2002-06-09 00:00:00+00:00,2002-08-09 00:00:00+00:00,2008-04-30 00:00:00+00:00,61 days
CO,2002-06-10 00:00:00+00:00,2002,FM,Fire,CO - DIERICH FIRE - 06/10/02,0,0,1,0,2002-06-09 00:00:00+00:00,2002-06-18 00:00:00+00:00,2006-09-28 00:00:00+00:00,9 days
CO,2002-06-09 00:00:00+00:00,2002,FM,Fire,CO - HAYMEN FIRE - 06/09/02,0,0,1,0,2002-06-08 00:00:00+00:00,2002-07-20 00:00:00+00:00,2010-06-25 00:00:00+00:00,42 days
NV,2002-06-09 00:00:00+00:00,2002,FM,Fire,NV WILDFIRE (PIOCHE) 06-08-2002,0,0,1,0,2002-06-08 00:00:00+00:00,2002-06-12 00:00:00+00:00,2005-08-24 00:00:00+00:00,4 days
CO,2002-06-08 00:00:00+00:00,2002,FM,Fire,COAL SEAM FIRE,0,0,1,0,2002-06-08 00:00:00+00:00,2002-06-29 00:00:00+00:00,2008-04-30 00:00:00+00:00,21 days
CO,2002-06-07 00:00:00+00:00,2002,FM,Fire,UTE PASS FIRE,0,0,1,0,2002-06-06 00:00:00+00:00,2002-06-10 00:00:00+00:00,2008-04-30 00:00:00+00:00,4 days
CA,2002-06-06 00:00:00+00:00,2002,FM,Fire,CA - COPPER FIRE - 06-06-2002,0,0,1,0,2002-06-05 00:00:00+00:00,2002-06-14 00:00:00+00:00,2010-07-28 00:00:00+00:00,9 days
NM,2002-06-06 00:00:00+00:00,2002,FM,Fire,NM-PONIL FIRE-06/02/02,0,0,1,0,2002-06-02 00:00:00+00:00,2002-06-16 00:00:00+00:00,2005-01-11 00:00:00+00:00,14 days
NM,2002-06-04 00:00:00+00:00,2002,FM,Fire,NM-CERRO PELADO-6-2-02,0,0,1,0,2002-06-02 00:00:00+00:00,2002-07-03 00:00:00+00:00,2005-01-11 00:00:00+00:00,31 days
NM,2002-06-04 00:00:00+00:00,2002,FM,Fire,NM-TURKEY FIRE-6-2-02,0,0,1,0,2002-06-02 00:00:00+00:00,2002-07-14 00:00:00+00:00,2005-01-11 00:00:00+00:00,42 days
CO,2002-06-03 00:00:00+00:00,2002,FM,Fire,CO - JAMES JOHN / FISHER - 06/03/02,0,0,1,0,2002-06-02 00:00:00+00:00,2002-06-26 00:00:00+00:00,2002-09-24 00:00:00+00:00,24 days
CO,2002-06-03 00:00:00+00:00,2002,FM,Fire,CO - SPRING FIRE - 06/03/02,0,0,1,0,2002-06-02 00:00:00+00:00,2002-06-26 00:00:00+00:00,2006-09-28 00:00:00+00:00,24 days
NJ,2002-06-02 00:00:00+00:00,2002,FM,Fire,NJ - DOUBLE TROUBLE WILDFIRE - 6/02/02,0,0,1,0,2002-06-02 00:00:00+00:00,2002-06-02 00:00:00+00:00,2003-07-22 00:00:00+00:00,0 days
CO,2002-06-02 00:00:00+00:00,2002,FM,Fire,IRON MOUNTAIN FIRE,0,0,1,0,2002-06-02 00:00:00+00:00,2002-06-10 00:00:00+00:00,2008-09-05 00:00:00+00:00,8 days
MN,2002-06-01 00:00:00+00:00,2002,FM,Fire,MN - BY-PASS FIRE - 05/31/2002,0,0,1,0,2002-05-31 00:00:00+00:00,2002-06-04 00:00:00+00:00,2005-03-09 00:00:00+00:00,4 days
NM,2002-05-23 00:00:00+00:00,2002,FM,Fire,NM - BORREGO FIRE - 5-23-02,0,0,1,0,2002-05-22 00:00:00+00:00,2002-06-10 00:00:00+00:00,2005-05-05 00:00:00+00:00,19 days
CO,2002-05-23 00:00:00+00:00,2002,FM,Fire,CO - SCHOONOVER FIRE - 05/23/02,0,0,1,0,2002-05-21 00:00:00+00:00,2002-05-29 00:00:00+00:00,2006-09-28 00:00:00+00:00,8 days
AZ,2002-05-15 00:00:00+00:00,2002,FM,Fire,AZ - INDIAN FIRE - 5/15/2002,0,0,1,0,2002-05-15 00:00:00+00:00,2002-05-18 00:00:00+00:00,2004-08-24 00:00:00+00:00,3 days
CA,2002-05-14 00:00:00+00:00,2002,FM,Fire,ANTONIO FIRE,0,0,1,0,2002-05-13 00:00:00+00:00,2002-05-15 00:00:00+00:00,2007-04-04 00:00:00+00:00,2 days
NM,2002-05-07 00:00:00+00:00,2002,FM,Fire,NM - DALTON FIRE - 05/06/02,0,0,1,0,2002-05-06 00:00:00+00:00,2002-05-17 00:00:00+00:00,2005-01-11 00:00:00+00:00,11 days
CO,2002-05-05 00:00:00+00:00,2002,FM,Fire,BLACK MOUNTAIN FIRE,0,0,1,0,2002-05-05 00:00:00+00:00,2002-05-12 00:00:00+00:00,2008-04-30 00:00:00+00:00,7 days
